batch_size,status,images,failures,failure_rate,p50_ms,p95_ms,p99_ms,throughput_images_per_second,execution_mode
1,SUCCESS,100,0,0.0,0.09817501995712519,0.11979101691395044,0.1846069935709238,10101.645663511597,adapter_batch_contract_sequential_fallback
