image,status,field_exact_match_accuracy,critical_field_exact_match_accuracy,full_label_exact_match,cer,wer
001_blur.jpg,SUCCESS,0.0,,False,0.0,0.0
002_blur.jpg,SUCCESS,0.0,,False,0.0,0.0
003_damaged.jpg,SUCCESS,0.0,,False,0.0,0.0
004_reflection.jpg,SUCCESS,0.0,,False,0.0,0.0
005_blur.jpg,SUCCESS,0.0,,False,0.0,0.0
006_rotated.jpg,SUCCESS,0.0,,False,0.0,0.0
007_vietnamese_mixed.jpg,SUCCESS,0.0,,False,0.0,0.0
008_reflection.jpg,SUCCESS,0.0,,False,0.0,0.0
009_vietnamese_mixed.jpg,SUCCESS,0.0,,False,0.0,0.0
010_vietnamese_mixed.jpg,SUCCESS,0.0,,False,0.0,0.0
011_rotated.jpg,SUCCESS,0.0,,False,0.0,0.0
012_rotated.jpg,SUCCESS,0.0,,False,0.0,0.0
013_small_text.jpg,SUCCESS,0.0,,False,0.0,0.0
014_damaged.jpg,SUCCESS,0.0,,False,0.0,0.0
015_small_text.jpg,SUCCESS,0.0,,False,0.0,0.0
016_small_text.jpg,SUCCESS,0.0,,False,0.0,0.0
017_clear.jpg,SUCCESS,0.0,,False,0.0,0.0
018_dark.jpg,SUCCESS,0.0,,False,0.0,0.0
019_dark.jpg,SUCCESS,0.0,,False,0.0,0.0
020_vietnamese_mixed.jpg,SUCCESS,0.0,,False,0.0,0.0
021_clear.jpg,SUCCESS,0.0,,False,0.0,0.0
022_clear.jpg,SUCCESS,0.0,,False,0.0,0.0
023_dark.jpg,SUCCESS,0.0,,False,0.0,0.0
024_clear.jpg,SUCCESS,0.0,,False,0.0,0.0
025_blur.jpg,SUCCESS,0.0,,False,0.0,0.0
026_damaged.jpg,SUCCESS,0.0,,False,0.0,0.0
027_damaged.jpg,SUCCESS,0.0,,False,0.0,0.0
028_rotated.jpg,SUCCESS,0.0,,False,0.0,0.0
029_rotated.jpg,SUCCESS,0.0,,False,0.0,0.0
030_rotated.jpg,SUCCESS,0.0,,False,0.0,0.0
031_damaged.jpg,SUCCESS,0.0,,False,0.0,0.0
032_small_text.jpg,SUCCESS,0.0,,False,0.0,0.0
033_dark.jpg,SUCCESS,0.0,,False,0.0,0.0
034_blur.jpg,SUCCESS,0.0,,False,0.0,0.0
035_dark.jpg,SUCCESS,0.0,,False,0.0,0.0
036_small_text.jpg,SUCCESS,0.0,,False,0.0,0.0
037_small_text.jpg,SUCCESS,0.0,,False,0.0,0.0
038_clear.jpg,SUCCESS,0.0,,False,0.0,0.0
039_vietnamese_mixed.jpg,SUCCESS,0.0,,False,0.0,0.0
040_small_text.jpg,SUCCESS,0.0,,False,0.0,0.0
041_small_text.jpg,SUCCESS,0.0,,False,0.0,0.0
